lon,lat,UWI,WELL_NAME,DEPARTAMEN,WELL_COU_1,WELL_TVD,WELL_KB_EL,ROTARY_ELE,WELL_DRILL,WELL_GROUN,FIELD_ABRE,CONTRATO,WELL_SPUD_,COORD_QUAL,COMMENT_,WELL_COMPL,WELL_STA_1,WELLTYPE,FECHA_ACTU,OPERATOR_W,COMPANY_CO,z
-73.92109770000002,7.036682164000013,CSBE1005R,CASABE-1005R,ANTIOQUIA,YONDO (CASABE),1493.52,248.0,248.0,4900.0,230.0,CASABE,MAGDALENA_MEDIO,2005-01-22,DEFINITIVAS,ORIGINAL CONTRATO DE MARES. SE ACTUALIZA EPIS2018-1035 POR UBICACION Y FORMAS 7 Y 10CR 2018/12/11,,PRODUCTOR,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,67.0
-73.769987818,6.989271299999984,CIRA1007,LA CIRA-1007,SANTANDER,BARRANCABERMEJA,950.3664,381.23,381.0,3168.0,381.0,LA CIRA,LA_CIRA_INFANTAS,1938-04-08,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1938-05-05,PRODUCTOR,DIRECCIONAL,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.76988405899999,6.946274292999988,INFA1356,INFANTAS-1356,SANTANDER,BARRANCABERMEJA,534.3144,0.0,332.3,1753.0,322.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES,1946-12-01,PRODUCTOR,VERTICAL,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,105.0
-73.91217787400001,7.0500922100000025,CSBE1177,CASABE-1177,ANTIOQUIA,YONDO (CASABE),0.0,254.38,254.38,5015.0,234.84,CASABE,MAGDALENA_MEDIO,1900-01-01,DEFINITIVAS,,,SIN ESTADO,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.83997697900003,7.153499684999986,LLAN0096,LLANITO-96,SANTANDER,BARRANCABERMEJA,2357.3232000000003,303.9,303.9,7734.0,286.9,LLANITO,MAGDALENA_MEDIO,1984-01-28,DEFINITIVAS,CONCESION DE MARES. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11,1984-03-26,PRODUCTOR,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,81.0
-73.93189192400001,7.022264297999982,CSBE0252,CASABE-252,ANTIOQUIA,YONDO (CASABE),0.0,229.7,0.0,3980.0,242.72,CASABE,MAGDALENA_MEDIO,1951-03-27,DEFINITIVAS,ORIGINAL CONTRATO YONDO-SHELL CONDOR S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1951-05-10,PRODUCTOR,DIRECCIONAL,2018-12-11,SHELL CONDOR S.A.,ECOPETROL S.A.,69.0
-73.777070192,6.974594674999992,CIRA0243,LA CIRA-243,SANTANDER,BARRANCABERMEJA,598.6272,322.18,0.0,1964.0,299.18,LA CIRA,LA_CIRA_INFANTAS,1927-09-13,PRELIMINARES,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1927-10-18,TAPONADO Y ABANDONADO,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.54797482100003,7.084325469000021,LISA0063,LISAMA-63,SANTANDER,SAN VICENTE DE CHUCURI,2613.3552,471.3,471.0,8574.0,460.0,LISAMA,LISAMA-NUTRIA,1979-08-17,DEFINITIVAS,CONTRATO ORIGINAL DE MARES,1979-10-07,PRODUCTOR,VERTICAL,2019-02-25,ECOPETROL S.A.,ECOPETROL S.A.,199.0
-73.774879527,6.972998452000013,CIRA2916ST1,LA CIRA-2916 ST1,SANTANDER,BARRANCABERMEJA,0.0,0.0,306.03,3157.0,290.03,LA CIRA,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,SIN ESTADO,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.38103055599998,7.520981946999996,LTIG0004,LA TIGRA-4,SANTANDER,RIONEGRO,0.0,0.0,0.0,1298.0,413.45,FENIX,FENIX,1921-04-15,DEFINITIVAS,,1921-06-13,TAPONADO Y ABANDONADO,,2018-03-16,PENDIENTE,AMERISUR EXPLORACION COLOMBIA LIMITADA,141.0
-73.51753066399999,7.282047578999993,LSAL0016B,LA SALINA B-16,SANTANDER,SABANA DE TORRES,1198.1688000000001,541.9,540.96,3931.0,519.96,LAS MONAS,DE_MARES,1979-08-16,DEFINITIVAS,,1979-10-25,PRODUCTOR,VERTICAL,,CITIES SERVICES OIL CO,PAREX RESOURCES COLOMBIA LTD SUCURSAL,151.0
-73.790517755,7.017341170999998,CIRA1534,LA CIRA-1534,SANTANDER,BARRANCABERMEJA,579.12,393.8,0.0,1900.0,382.87,LA CIRA,LA_CIRA_INFANTAS,1951-06-08,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1951-06-11,PRODUCTOR,VERTICAL,2017-05-11,TROPICAL OIL COMPANY,ECOPETROL S.A.,109.0
-73.56892321999999,7.03149510999998,TESO0034B,TESORO-34B,SANTANDER,SAN VICENTE DE CHUCURI,0.0,0.0,0.0,0.0,344.72,TESORO,LISAMA-NUTRIA,1900-01-01,PRELIMINARES,,,TAPONADO Y ABANDONADO,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,109.0
-73.89648340399998,7.38486399300001,YARI0150,YARIGUI-150,BOLIVAR,CANTAGALLO,2544.4704,0.0,0.0,8836.0,212.76,YARIGUI-CANTAGALLO,MAGDALENA_MEDIO,2020-02-10,PRELIMINARES,SOLICITUD LITOTECA,,SIN ESTADO,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,63.0
-73.90253204700002,7.0701682139999775,CSBE0661,CASABE-661,ANTIOQUIA,YONDO (CASABE),1395.9840000000002,264.0,262.0,4580.0,250.0,CASABE,MAGDALENA_MEDIO,1984-08-05,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1984-08-13,SIN ESTADO,INYECTOR,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.90787753799998,7.366344788999982,SULL0014,SULLIVAN-14,BOLIVAR,CANTAGALLO,355.09200000000004,0.0,0.0,1165.0,212.0,MAGDALENA MEDIO,MAGDALENA_MEDIO,1946-01-29,DEFINITIVAS,,1946-02-16,TAPONADO Y ABANDONADO,VERTICAL,2018-03-16,SOCONY VACUUM OIL COMPANY OF COLOMBIA,ECOPETROL S.A.,63.0
-73.745334991,6.953913096000008,INFA0524,INFANTAS-524,SANTANDER,BARRANCABERMEJA,845.82,383.9,383.8,2775.0,373.69,INFANTAS,LA_CIRA_INFANTAS,1930-01-01,DEFINITIVAS,SE ACTUALIZA EL CONTRATO - ESTABA ASOCIADO A DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1930-03-31,TAPONADO Y ABANDONADO,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,99.0
-73.73353710700002,8.147499466,MOSC0001,MORROCOY-1,CESAR,AGUACHICA,1280.16,0.0,169.99,4200.0,150.01,SANTA ISABEL,SANTA_ISABEL,1982-02-17,PRELIMINARES,,1982-03-13,SECO,,,PENDIENTE,CARRAO ENERGY SA SUCURSAL COLOMBIA,45.0
-73.79437065799999,6.969937303999984,CIRA1840,LA CIRA-1840,SANTANDER,BARRANCABERMEJA,1149.7056,351.0,351.8,3772.0,342.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,1977-12-22,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES,1978-05-30,SIN ESTADO,INYECTOR,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,101.0
-73.91607816300001,7.029303074999973,CSBE0807,CASABE-807,ANTIOQUIA,YONDO (CASABE),1234.44,264.0,263.3,4050.0,250.0,CASABE,MAGDALENA_MEDIO,1985-10-10,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1987-02-12,SIN ESTADO,INYECTOR,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,71.0
-73.90891259300003,7.055057519999991,CSBE1292,CASABE-1292,ANTIOQUIA,YONDO (CASABE),0.0,0.0,257.93,5478.0,239.39,CASABE,MAGDALENA_MEDIO,1900-01-01,DEFINITIVAS,,,SIN ESTADO,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.997431817,7.578361850000022,CULI0001,CULIMBA-1,BOLIVAR,SAN PABLO,630.6312,287.0,0.0,2069.0,287.0,VMM 28,PENDIENTE,1941-09-12,DEFINITIVAS,,1941-12-09,TAPONADO Y ABANDONADO,,2018-03-16,SHELL CONDOR S.A.,SHELL EXPLORATION AND PRODUCTION COLOMBIA GMBH (SEPC) SUCURSAL COLOMBIA,77.0
-73.40732570699998,7.475981319000027,ABA0003,ABA-3,SANTANDER,RIO NEGRO,0.0,0.0,0.0,0.0,0.0,BONANZA,PROVINCIA_P_NORTE,1900-01-01,PRELIMINARES,SE CREA EL POZO PARA CARGA DE REGISTROS NO HAY FMM. SE ENVIA CORREO A LA COMPANIA,,SIN ESTADO,CAPTADOR DE AGUA,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,121.0
-73.91698148500001,7.373785327999997,YARI0089,YARIGUI-89,BOLIVAR,CANTAGALLO,2487.606912,0.0,272.5,8904.0,249.0,YARIGUI-CANTAGALLO,MAGDALENA_MEDIO,2006-09-20,DEFINITIVAS,SE ACTUALIZA EL CAMPO Y CONTRATO POR UBICACION CARTOGRAFICA Y TABLA PRODUCCION ANH,2006-09-28,PRODUCTOR,DIRECCIONAL,2017-10-30,ECOPETROL S.A.,ECOPETROL S.A.,61.0
-73.77984718300002,7.018496450999976,CIRA1734,LA CIRA-1734,SANTANDER,BARRANCABERMEJA,1258.2144,341.05,341.0,4128.0,333.4,LA CIRA,LA_CIRA_INFANTAS,1960-07-06,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1962-06-30,SIN ESTADO,INYECTOR,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,95.0
-73.764748838,6.977741281000021,CIRA1455,LA CIRA-1455,SANTANDER,BARRANCABERMEJA,819.912,340.88,340.8,2690.0,330.4,LA CIRA,LA_CIRA_INFANTAS,1947-08-28,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1947-09-25,PRODUCTOR,VERTICAL,2017-05-11,TROPICAL OIL COMPANY,ECOPETROL S.A.,91.0
-73.76326373900002,6.914439006999999,INFA0298,INFANTAS-298,SANTANDER,BARRANCABERMEJA,664.464,412.73,412.73,2180.0,331.36,INFANTAS,LA_CIRA_INFANTAS,1928-05-28,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1928-07-12,TAPONADO Y ABANDONADO,VERTICAL,2018-03-16,TROPICAL OIL COMPANY,ECOPETROL S.A.,113.0
-73.91016276099998,7.051290228000028,CSBE1162D,CASABE-1162D,ANTIOQUIA,YONDO (CASABE),0.0,0.0,254.0,3616.0,235.0,CASABE,MAGDALENA_MEDIO,2014-12-04,PRELIMINARES,OK,,PRODUCTOR,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.76271253200002,6.868563219999999,INFA3381,INFANTAS-3381,SANTANDER,BARRANCABERMEJA,996.696,0.0,0.0,3421.0,0.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,2016-11-13,PRELIMINARES,F4CR EPIS2019-1205,,SIN ESTADO,INYECTOR,,ECOPETROL S.A.,ECOPETROL S.A.,107.0
-73.77789256,7.013659879999977,CIRA0804,LA CIRA-804,SANTANDER,BARRANCABERMEJA,1165.2504000000001,299.87,299.7,3823.0,290.35,LA CIRA,LA_CIRA_INFANTAS,1936-09-14,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1936-11-07,PRODUCTOR,VERTICAL,2017-05-11,TROPICAL OIL COMPANY,ECOPETROL S.A.,93.0
-73.80145570000002,6.980217202999995,CIRA2987,LA CIRA-2987,SANTANDER,BARRANCABERMEJA,1350.8736000000001,0.0,0.0,4564.0,0.0,LA CIRA INFANTAS,LA_CIRA_INFANTAS,2017-06-06,PRELIMINARES,F4CR EPIS2019-1205,,SIN ESTADO,INYECTOR,,ECOPETROL S.A.,ECOPETROL S.A.,89.0
-73.922744496,7.031225682000013,CSBE0195,CASABE-195,ANTIOQUIA,YONDO (CASABE),0.0,248.8,0.0,4021.0,248.0,CASABE,MAGDALENA_MEDIO,1950-06-29,DEFINITIVAS,ORIGINAL CONTRATO YONDO-SHELL CONDOR S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1950-09-03,SIN ESTADO,,2018-12-11,SHELL CONDOR S.A.,ECOPETROL S.A.,69.0
-73.44824813899999,7.333670543999972,SANT0104,SANTOS-104,SANTANDER,SABANA DE TORRES,3065.6784000000002,424.0,423.0,10130.0,406.0,SANTOS,PROVINCIA_P_SUR,1988-07-06,DEFINITIVAS,CONTRATO INICIAL EL ROBLE - ESSOCOL SE ACTUALIZA POR UBICACION Y SEGUN TABLA DE PRODUCCION ANH 2019/01/22,1988-07-23,PRODUCTOR,DIRECCIONAL,2019-01-22,ESSOCOL,ECOPETROL S.A.,139.0
-73.91648800000002,7.018583567000007,CSBE0072,CASABE-72,ANTIOQUIA,YONDO (CASABE),0.0,245.3,0.0,3775.0,239.99,CASABE,MAGDALENA_MEDIO,1947-12-24,PRELIMINARES,,1947-12-24,SIN ESTADO,,2018-12-11,SHELL CONDOR S.A.,ECOPETROL S.A.,71.0
-73.823726577,7.167098984000006,LLAN0172,LLANITO-172,SANTANDER,BARRANCABERMEJA,2309.9268,0.0,0.0,7810.0,258.53,LLANITO,MAGDALENA_MEDIO,2019-11-20,,SOLICITUD LITOTECA,,SIN ESTADO,DIRECCIONAL,,ECOPETROL S.A.,ECOPETROL S.A.,85.0
-73.59472211999997,8.038469095999972,TISQ0002,TISQUIRAMA-2,CESAR,SAN MARTIN,2198.8272,253.0,250.0,8056.0,240.0,TISQUIRAMA,TISQUIRAMA,1964-12-30,DEFINITIVAS,ORIGINAL TISQUIRAMA-CONVENIO,1965-05-15,PRODUCTOR,DIRECCIONAL,2018-11-24,TEXAS PETROLEUM COMPANY,ECOPETROL S.A.,73.0
-73.72467427999999,6.816710692000015,COLO0047,COLORADO-47,SANTANDER,SAN VICENTE DE CHUCURI,2028.4440000000002,362.41,362.4,6655.0,362.4,COLORADO,MAGDALENA_MEDIO,1959-03-28,DEFINITIVAS,SE ACTUALIZA CAMPO Y CONTRATO POR UBICACION CARTOGRAFICA,1959-05-09,TAPONADO Y ABANDONADO,VERTICAL,2017-10-24,ECOPETROL S.A.,ECOPETROL S.A.,121.0
-73.93169370099997,7.0194068669999865,CSBE0946,CASABE-946,ANTIOQUIA,YONDO (CASABE),1152.144,256.2,264.0,3780.0,250.0,CASABE,MAGDALENA_MEDIO,1986-04-30,DEFINITIVAS,ORIGINAL CONTRATO YONDO-ECOPETROL S.A. SE ACTUALIZA POR UBICACION MAPA TIERRAS ANH 2018/12/11 EPIS2018-1035,1986-05-05,SIN ESTADO,INYECTOR,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.77502262799999,6.9729906320000055,CIRA2972,LA CIRA-2972,SANTANDER,BARRANCABERMEJA,0.0,0.0,306.03,3305.0,290.03,LA CIRA,LA_CIRA_INFANTAS,1900-01-01,DEFINITIVAS,/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,,PRODUCTOR,DIRECCIONAL,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.77691289699999,6.988865476000001,CIRA1704,LA CIRA-1704,SANTANDER,BARRANCABERMEJA,1019.556,327.9,326.9,3345.0,315.8,LA CIRA,LA_CIRA_INFANTAS,1960-03-13,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1961-04-11,SIN ESTADO,INYECTOR,2017-05-11,ECOPETROL S.A.,ECOPETROL S.A.,93.0
-73.55219776500002,7.090917312999977,LISA0045,LISAMA-45,SANTANDER,SAN VICENTE DE CHUCURI,2227.4784,462.0,460.5,7308.0,450.0,LISAMA,LISAMA-NUTRIA,1976-11-05,DEFINITIVAS,CONTRATO ORIGINAL NARE,1976-12-13,PRODUCTOR,VERTICAL,2019-02-25,ECOPETROL S.A.,ECOPETROL S.A.,125.0
-73.94941918400002,6.9943512450000185,CSBE0018SD,CASABE SUR-0018D,ANTIOQUIA,YONDO (CASABE),0.0,0.0,20.0,7893.0,291.0,CASABE SUR,MAGDALENA_MEDIO,1900-01-01,PRELIMINARES,SE ACTUALIZA CAMPO MASIVO 2018/12/11 EPIS2018-1035,,SIN ESTADO,DIRECCIONAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,89.0
-73.45213581000002,7.355334196999991,SANT0052,SANTOS-52,SANTANDER,SABANA DE TORRES,2521.6104,446.0,446.0,8273.0,429.0,SANTOS,PROVINCIA_P_SUR,1984-04-14,DEFINITIVAS,ORIGINAL 605 EL ROBLE 2018/11/2.SE ACTUALIZA CAMPO Y CONTRATO TABLA  PRODUCCION ANH,1984-05-08,PRODUCTOR,VERTICAL,2017-12-18,INTERCOL,ECOPETROL S.A.,135.0
-73.74724402200002,6.952773981000007,INFA0681,INFANTAS-681,SANTANDER,BARRANCABERMEJA,447.75120000000004,299.5,299.5,1469.0,292.19,INFANTAS,LA_CIRA_INFANTAS,1932-12-10,DEFINITIVAS,SE ACTUALIZA CONTRATO LA CIRA INFANTAS ESTABA DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1932-12-28,TAPONADO Y ABANDONADO,,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,99.0
-73.94945376499999,6.99406755199999,CSBE0023S,CASABE SUR-0023,ANTIOQUIA,YONDO (CASABE),0.0,0.0,20.0,6456.0,295.0,CASABE SUR,MAGDALENA_MEDIO,1900-01-01,PRELIMINARES,SE ACTUALIZA CAMPO MASIVO 2018/12/11 EPIS2018-1035,,SIN ESTADO,,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,89.0
-73.90730939000002,7.050439719999986,CSBE1054,CASABE-1054,ANTIOQUIA,YONDO (CASABE),1262.7864,256.0,256.0,4143.0,240.0,CASABE,MAGDALENA_MEDIO,2006-11-27,DEFINITIVAS,ORIGINAL CONTRATO DE MARES. SE ACTUALIZA EPIS2018-1035 POR UBICACION Y FORMAS 7 Y 10CR 2018/12/11,2006-12-06,PRODUCTOR,VERTICAL,2018-12-11,ECOPETROL S.A.,ECOPETROL S.A.,69.0
-73.79442025200001,6.962691098999983,CIRA0858,LA CIRA-858,SANTANDER,BARRANCABERMEJA,1059.18,352.9,352.9,3475.0,346.9,LA CIRA,LA_CIRA_INFANTAS,1937-05-04,DEFINITIVAS,SE ACTUALIZA EL CONTRATO - ESTABA ASOCIADO A DE MARES/SE ACTUALIZA CAMPO SOLICITUD OPERDORA 10-09-2020,1937-06-04,TAPONADO Y ABANDONADO,VERTICAL,2018-03-16,ECOPETROL S.A.,ECOPETROL S.A.,115.0
-73.45362841600002,7.3411656929999936,SANT0079,SANTOS-79,SANTANDER,SABANA DE TORRES,2362.2000000000003,450.0,450.0,7750.0,434.0,SANTOS,PROVINCIA_P_SUR,1985-11-03,DEFINITIVAS,CONTRATO INICIAL 605 EL ROBLE SE ACTUALIZA POR UBICACION Y SEGUN TABLA DE PRODUCCION ANH 2019/01/22,1985-12-29,PRODUCTOR,VERTICAL,2019-01-22,PENDIENTE,ECOPETROL S.A.,131.0
